accel,gyro,miclevel,Label
"-0.007732748985290527,0.01890537142753601,-0.00011610984802246094","-0.054471127688884735,0.12584806978702545,0.049047451466321945","-41.492462158203125,-46.5374870300293",Setting
"-0.007812291383743286,0.013094812631607056,-0.002355039119720459","-0.011012866161763668,0.09504380822181702,0.07128804177045822","-42.049739837646484,-47.14951705932617",Setting
"0.001315474510192871,0.013003230094909668,0.0214003324508667","-0.03578798472881317,0.10844430327415466,0.161666139960289","-43.16429901123047,-47.94761657714844",Setting
"-0.0013706684112548828,0.051686882972717285,0.0326610803604126","-0.31751102209091187,0.1997891366481781,0.2220059186220169","-43.72157669067383,-48.31345748901367",Setting
"0.033764779567718506,0.004353851079940796,-0.0005660057067871094","-0.2632392644882202,0.1657123863697052,0.23481252789497375","-41.27354431152344,-47.321529388427734",Setting
"0.011085540056228638,0.008140042424201965,0.04873466491699219","-0.5605500340461731,0.1973331719636917,0.11151562631130219","-41.27354431152344,-47.606388092041016",Setting
"-0.03302121162414551,-0.03526923060417175,0.008958160877227783","-0.691983163356781,0.30213281512260437,-0.18081210553646088","-31.359004974365234,-36.88630294799805",Setting
"-0.007602393627166748,-0.011431589722633362,0.05316668748855591","-0.8111468553543091,0.5300397276878357,-0.20342980325222015","-31.359004974365234,-37.878631591796875",Setting
"0.0007884204387664795,-0.008097313344478607,0.05310475826263428","-0.9492394924163818,0.6571428179740906,-0.17646156251430511","-31.359004974365234,-39.78977584838867",Setting
"0.0513022243976593,-0.027321815490722656,0.0641903281211853","-1.194144606590271,0.9064152240753174,-0.2192777395248413","-31.359004974365234,-40.6567268371582",Setting
"0.013656556606292725,0.0028102099895477295,0.001953423023223877","-1.2437161207199097,0.8503365516662598,-0.3414614498615265","-31.359004974365234,-41.55618667602539",Setting
"-0.00661998987197876,0.03437546640634537,-0.04559451341629028","-1.0203378200531006,0.6667233109474182,-0.3592769503593445","-31.359004974365234,-43.208274841308594",Setting
"0.015744119882583618,0.07834843546152115,-0.05251055955886841","-0.3934750258922577,0.24023722112178802,-0.29347556829452515","-31.359004974365234,-43.75007629394531",Setting
"0.012667745351791382,0.06177414953708649,-0.03927844762802124","0.04051610454916954,-0.07383202761411667,-0.18004724383354187","-31.359004974365234,-44.17219161987305",Setting
"-0.007500097155570984,0.049994200468063354,-0.0294225811958313","0.16333310306072235,-0.1544799953699112,-0.10710859298706055","-31.359004974365234,-44.87749481201172",Setting
"-0.04610981047153473,0.0222308486700058,-0.006992697715759277","0.3369908928871155,-0.1738172024488449,0.0741024762392044","-31.359004974365234,-46.44706726074219",Setting
"-0.036178022623062134,0.007563434541225433,0.0054326653480529785","0.4596656858921051,-0.16067184507846832,0.16134336590766907","-31.359004974365234,-46.89825439453125",Setting
"-0.020908892154693604,0.005044527351856232,0.016916871070861816","0.4540514647960663,-0.15569865703582764,0.10565028339624405","-31.359004974365234,-47.395294189453125",Setting
"0.0019549429416656494,0.000891461968421936,0.0222470760345459","0.29643040895462036,-0.10559981316328049,0.07515495270490646","-31.359004974365234,-48.05379867553711",Setting
"0.010001122951507568,-0.002176523208618164,0.02985239028930664","0.15078268945217133,-0.057751864194869995,0.028823407366871834","-31.359004974365234,-48.172908782958984",Setting
"0.002028554677963257,-0.011560291051864624,0.026120126247406006","0.06146986037492752,-0.039690304547548294,0.0006429022178053856","-31.359004974365234,-49.034767150878906",Setting
"0.00040403008460998535,-0.0028086304664611816,-0.007027029991149902","0.06300809979438782,-0.026639748364686966,0.043323785066604614","-31.359004974365234,-49.55415344238281",Setting
"0.004514902830123901,0.024708516895771027,-0.036732256412506104","0.47556495666503906,-0.14514558017253876,0.09627783298492432","-31.359004974365234,-49.88124465942383",Setting
"0.00981903076171875,0.03086896985769272,-0.04127848148345947","0.6529317498207092,-0.23336972296237946,0.16367284953594208","-31.359004974365234,-50.36935043334961",Setting
"-0.01419764757156372,0.030369214713573456,-0.12563854455947876","1.4465450048446655,-0.4483150541782379,0.38117533922195435","-31.359004974365234,-50.714935302734375",Setting
"-0.03704068064689636,0.1183604896068573,-0.142181396484375","2.5008482933044434,-0.8135995864868164,0.1365927755832672","-31.359004974365234,-51.96035385131836",Setting
"-0.014512389898300171,0.10876879096031189,-0.033793509006500244","2.3260741233825684,-0.8518478870391846,0.10646069049835205","-31.359004974365234,-49.601356506347656",Setting
"0.06145772337913513,0.03449118137359619,0.1669684648513794","1.591026782989502,-0.5598344206809998,0.13082756102085114","-31.359004974365234,-50.42258834838867",Setting
"0.0309714674949646,-0.0262487530708313,0.14842671155929565","0.5342440009117126,-0.28850993514060974,0.16976617276668549","-31.359004974365234,-46.50254440307617",Setting
"-0.015487641096115112,-0.029021650552749634,0.10469847917556763","0.23874309659004211,-0.18538221716880798,0.07271311432123184","-31.359004974365234,-47.660430908203125",Setting
"-0.05817610025405884,0.002637505531311035,0.0027917027473449707","0.18943068385124207,-0.13235974311828613,-0.13786834478378296","-31.359004974365234,-48.428470611572266",Setting
"0.022729039192199707,0.019841521978378296,0.009332656860351562","0.2607804834842682,-0.09722679853439331,-0.12101694196462631","-31.359004974365234,-49.143836975097656",Setting
"0.042745232582092285,0.009163081645965576,0.011589586734771729","0.19901379942893982,-0.09566245973110199,-0.05889604240655899","-31.359004974365234,-49.718292236328125",Setting
"0.030834943056106567,0.0025282204151153564,0.009632527828216553","0.09390521049499512,-0.07670767605304718,0.047341711819171906","-31.359004974365234,-50.146400451660156",Setting
"-0.033247560262680054,0.018105298280715942,-0.04663175344467163","0.2300633192062378,-0.13786344230175018,0.009194593876600266","-32.47356414794922,-49.704280853271484",Setting
"-0.06492739915847778,0.0421794056892395,-0.09941524267196655","0.5098246335983276,-0.2601723074913025,-0.06485086679458618","-33.03084182739258,-50.50271987915039",Setting
"0.002009153366088867,0.06643202900886536,-0.13349920511245728","1.4418869018554688,-0.593580424785614,-0.3499593138694763","-34.14540100097656,-50.27239990234375",Setting
"0.10603314638137817,0.053382933139801025,0.01975303888320923","1.4339677095413208,-0.5434954166412354,-0.015914753079414368","-34.70267868041992,-50.59493637084961",Setting
"0.028808772563934326,0.027704685926437378,-0.03135395050048828","1.389805555343628,-0.6412467360496521,0.0054853432811796665","-35.817237854003906,-48.82667541503906",Setting
"-0.07932677865028381,0.00031644105911254883,0.016056060791015625","1.6153678894042969,-0.9773973226547241,-0.548801600933075","-36.374515533447266,-49.575111389160156",Setting
"-0.006015211343765259,0.007561445236206055,0.17913603782653809","0.8931581974029541,-0.587909996509552,-0.5965318083763123","-36.931793212890625,-50.38740158081055",Setting
"-0.012610673904418945,-0.016522765159606934,0.14016872644424438","0.5592393279075623,-0.4613991677761078,-0.5447003245353699","-38.04635238647461,-51.43546676635742",Setting
"-0.004182875156402588,-0.0044879913330078125,0.04877758026123047","0.22375962138175964,-0.3240109384059906,-0.4577001631259918","-38.60363006591797,-52.149566650390625",Setting
"-0.0076392292976379395,0.02014625072479248,-0.0071617960929870605","0.21426571905612946,-0.2889019548892975,-0.4645008146762848","-39.71818923950195,-46.40322494506836",Setting
"0.027997702360153198,0.003070831298828125,0.017073750495910645","0.1586085855960846,-0.2595187723636627,-0.3800402581691742","-40.27546691894531,-46.78764724731445",Setting
"0.10198405385017395,-0.018504738807678223,0.12747907638549805","-0.3495153784751892,-0.032755929976701736,-0.01623965986073017","-41.3900260925293,-48.1737060546875",Setting
"-0.001088857650756836,-0.023033440113067627,0.010974586009979248","-0.5906071066856384,0.017452113330364227,0.11446402221918106","-41.947303771972656,-48.52067565917969",Setting
"-0.02110004425048828,-0.012968361377716064,0.015647053718566895","-0.6190959811210632,-0.04869814217090607,0.08671495318412781","-43.06186294555664,-49.59109115600586",Setting
"0.05013468861579895,-0.004497826099395752,0.12187385559082031","-1.0582435131072998,0.09198227524757385,0.3281773626804352","-43.619140625,-49.99980163574219",Setting
"-0.09239298105239868,0.029200196266174316,-0.05636453628540039","-1.0195854902267456,-0.0704583004117012,0.08087943494319916","-42.24327850341797,-44.602561950683594",Setting
"-0.02650722861289978,0.03612583875656128,-0.017130017280578613","-0.8933491110801697,-0.10647542029619217,0.1407313197851181","-41.73896026611328,-45.93796920776367",Setting
"0.11706671118736267,0.03662416338920593,0.16439974308013916","-1.7279502153396606,-0.14892780780792236,0.615893542766571","-41.73896026611328,-46.63006591796875",Setting
"-0.023024946451187134,0.023695915937423706,0.14389723539352417","-3.2743163108825684,0.7440993189811707,1.0086607933044434","-39.4892463684082,-47.312740325927734",Setting
"-0.0979810357093811,0.008825480937957764,0.070903480052948","-3.563915252685547,1.1644552946090698,0.7363355755805969","-39.4892463684082,-47.9625129699707",Setting
"-0.005114853382110596,0.004737198352813721,-0.10111093521118164","-2.67861270904541,1.2985901832580566,0.4557981789112091","-39.4892463684082,-49.03428649902344",Setting
"0.047251224517822266,0.07017980515956879,-0.2659653425216675","-1.2642685174942017,0.9832442402839661,0.283579021692276","-39.4892463684082,-49.80882263183594",Setting
"0.07738098502159119,0.07133838534355164,-0.19926965236663818","-0.41902226209640503,0.3400716483592987,0.15538084506988525","-39.4892463684082,-48.2834358215332",Setting
"0.11406078934669495,0.0609530508518219,0.05056285858154297","-0.45139777660369873,0.5244412422180176,0.33742600679397583","-39.4892463684082,-48.49077224731445",Setting
"-0.012177467346191406,0.03708772361278534,0.0941389799118042","-1.3453376293182373,1.4725936651229858,0.523674726486206","-39.4892463684082,-46.96883010864258",Setting
"-0.07066696882247925,0.03163304924964905,-0.0002633333206176758","-1.380860447883606,1.4014132022857666,0.539673924446106","-39.4892463684082,-46.19709777832031",Setting
"-0.09653015434741974,-0.01760074496269226,-0.026980817317962646","-1.0781223773956299,1.317257285118103,0.2786756157875061","-39.4892463684082,-46.82460021972656",Setting
"-0.050398603081703186,-0.033401548862457275,0.02901744842529297","-0.8079484105110168,0.9431977868080139,-0.03421279415488243","-39.4892463684082,-47.75437545776367",Setting
"-0.026906102895736694,-0.019595518708229065,0.0165441632270813","-0.8499521017074585,0.6798574924468994,-0.09711772203445435","-39.4892463684082,-48.17082595825195",Setting
"-0.0005742311477661133,0.0037966370582580566,-0.003333866596221924","-0.8768302798271179,0.7567605376243591,-0.23165103793144226","-39.4892463684082,-48.23643112182617",Setting
"-0.007392525672912598,0.027636870741844177,-0.034282147884368896","-0.5484196543693542,0.7091516852378845,-0.26808732748031616","-39.4892463684082,-48.88457489013672",Setting
"0.03366643190383911,0.04498980939388275,-0.03395289182662964","-0.27239739894866943,0.7841346263885498,-0.29547953605651855","-39.4892463684082,-49.41840744018555",Setting
"0.004869982600212097,0.07337996363639832,-0.06544280052185059","0.4329754412174225,0.6065129637718201,-0.2558996379375458","-39.4892463684082,-50.05326843261719",Setting
"0.0254640132188797,0.028623342514038086,-0.01974588632583618","1.439943790435791,0.502217173576355,-0.16423150897026062","-39.4892463684082,-50.44295883178711",Setting
"0.020633332431316376,0.04738830029964447,0.01175379753112793","1.7214529514312744,0.43604665994644165,-0.2835315465927124","-39.4892463684082,-45.75038146972656",Setting
"-0.015158556401729584,0.009291835129261017,0.03827011585235596","1.997572422027588,-0.27709195017814636,-0.5041787028312683","-37.06912612915039,-46.0182991027832",Setting
"-0.016798101365566254,0.002889353781938553,0.03525435924530029","1.6141334772109985,-0.5767571926116943,-0.6702576875686646","-37.06912612915039,-47.17966079711914",Setting
"-0.036518752574920654,0.006801575422286987,0.00220566987991333","1.5489200353622437,-0.6357877850532532,-0.593869686126709","-37.06912612915039,-46.25684356689453",Setting
"-0.06165918707847595,0.024197906255722046,-0.07642287015914917","2.1329078674316406,-0.5169026851654053,-0.34230005741119385","-37.06912612915039,-46.955162048339844",Setting
"-0.03416323661804199,0.03204923868179321,-0.022403717041015625","3.056396484375,-0.6596166491508484,0.2100832313299179","-37.06912612915039,-47.80963897705078",Setting
"-0.009765833616256714,0.06077843904495239,-0.1399657130241394","3.0139353275299072,-1.3435553312301636,0.31043219566345215","-37.06912612915039,-48.407958984375",Setting
"-0.0048198401927948,0.03100651502609253,0.0012912750244140625","1.6939635276794434,-2.506601333618164,-0.06237838417291641","-35.708251953125,-45.359561920166016",Setting
"-0.011913150548934937,0.05120369791984558,-0.0037710070610046387","1.6142873764038086,-1.5710325241088867,0.024985017254948616","-35.708251953125,-46.026611328125",Setting
"0.05601018667221069,0.0691903829574585,0.0508270263671875","1.4056369066238403,-1.2867351770401,0.1385006606578827","-35.708251953125,-47.43890380859375",Setting
"0.0751979649066925,0.03155040740966797,0.03720742464065552","0.8935608863830566,-1.5852042436599731,0.4556959271430969","-35.708251953125,-47.89389419555664",Setting
"0.07777327299118042,0.05776548385620117,0.05867171287536621","0.6962917447090149,-1.121147871017456,0.3778858184814453","-35.708251953125,-48.414363861083984",Setting
"0.04793277382850647,0.035253703594207764,0.053258657455444336","0.6183913946151733,-0.9627498984336853,0.1543816179037094","-35.708251953125,-49.66536331176758",Setting
"-0.014139920473098755,-0.024049103260040283,0.041358351707458496","0.08161501586437225,-0.9935919642448425,0.1925276815891266","-35.708251953125,-47.69892501831055",Setting
"0.03673964738845825,-0.024636387825012207,0.16434639692306519","-0.3229745924472809,-0.6763349771499634,0.4151006042957306","-35.708251953125,-48.93352127075195",Setting
"0.03231203556060791,-0.009674370288848877,0.13727116584777832","-0.5244504809379578,-0.3210357427597046,0.4779948890209198","-35.708251953125,-48.57615661621094",Setting
